Seed,H1_max,H1_avg,H1_count,height_max,total_steps,stopping_time,max_value,odd_steps,max_consecutive_odds,sum_of_values,peak_ratio
1424,0.41421353816986084,0.41421353816986084,8,16,34,1,1424,10,1,4620.0,1.0
1425,0.41421353816986084,0.41421353816986084,6,14,26,3,4276,7,1,19831.0,3.000701754385965
1426,0.41421353816986084,0.41421353816986084,5,9,26,1,3616,7,1,20133.0,2.5357643758765778
1427,0.41421353816986084,0.41421353816986084,6,11,26,6,6424,7,1,31735.0,4.501751927119832
1428,0.41421353816986084,0.41421353816986084,7,17,34,1,1428,10,1,5968.0,1.0
1429,0.41421353816986084,0.41421353816986084,6,19,34,3,4288,10,1,11330.0,3.0006997900629813
1430,0.41421353816986084,0.41421353816986084,4,10,26,1,3220,7,1,19431.0,2.2517482517482517
1431,0.41421353816986084,0.41421353816986084,2,12,26,8,9664,7,1,40463.0,6.753319357092942
1432,0.41421353816986084,0.41421353816986084,7,19,34,1,1432,10,1,6096.0,1.0
1433,0.41421353816986084,0.41421353816986084,4,14,26,3,4840,7,1,29347.0,3.377529658060014
1434,0.41421353816986084,0.41421353816986084,5,22,34,1,2152,10,1,8790.0,1.500697350069735
1435,0.41421353816986084,0.41421353816986084,11,32,78,19,39364,27,1,373821.0,27.43135888501742
1436,0.41421353816986084,0.41421353816986084,11,19,52,1,9232,17,1,59063.0,6.428969359331476
1437,0.41421353816986084,0.41421353816986084,12,20,52,3,9232,17,1,64455.0,6.424495476687543
1438,0.41421353816986084,0.41421353816986084,12,26,52,1,9232,17,1,76727.0,6.420027816411683
1439,1.2360680103302002,0.4302967642292832,33,52,127,32,41524,46,1,483342.0,28.856150104239056
1440,0.41421353816986084,0.41421353816986084,4,12,21,1,1440,5,1,3287.0,1.0
1441,1.0,0.4276836278826691,43,51,140,3,9232,51,1,138411.0,6.406662040249826
1442,0.41421353816986084,0.41421353816986084,16,13,47,1,2164,15,1,14141.0,1.5006934812760055
1443,0.41421353816986084,0.41421353816986084,13,13,47,6,6496,15,1,25873.0,4.501732501732501
1444,1.0,0.4724719524383545,13,18,47,1,2752,15,1,16985.0,1.9058171745152355
1445,1.0,0.4724719524383545,13,18,47,3,4336,15,1,22407.0,3.000692041522491
1446,0.41421353816986084,0.41421353816986084,18,16,47,1,3256,15,1,22869.0,2.251728907330567
1447,0.41421353816986084,0.41421353816986084,8,19,52,16,10996,17,1,119855.0,7.599170697995853
1448,0.41421353816986084,0.41421353816986084,5,9,21,1,1448,5,1,3983.0,1.0
1449,1.0,0.4187968803776635,36,52,140,3,24784,51,1,235627.0,17.104209799861973
1450,0.41421353816986084,0.41421353816986084,4,12,21,1,2176,5,1,6707.0,1.5006896551724138
1451,0.41421353816986084,0.4102547486623128,45,61,140,8,9232,51,1,160241.0,6.3625086147484495
1452,0.41421353816986084,0.41421353816986084,11,21,47,1,1636,15,1,15241.0,1.1267217630853994
1453,0.41421353816986084,0.41421353816986084,11,21,47,3,4360,15,1,20693.0,3.0006882312456984
1454,0.41421353816986084,0.41421353816986084,11,18,47,1,4912,15,1,25935.0,3.378266850068776
1455,0.5857864618301392,0.41811292279850354,44,58,140,13,14740,51,1,193639.0,10.130584192439862
1456,0.6055512428283691,0.41188284067007214,26,37,96,1,9232,34,1,101252.0,6.34065934065934
1457,0.41421353816986084,0.41421353816986084,7,20,34,3,4372,10,1,17466.0,3.0006863417982155
1458,0.41421353816986084,0.41421353816986084,6,16,34,1,2464,10,1,14178.0,1.6899862825788752
1459,0.41421353816986084,0.41421353816986084,6,19,34,6,6568,10,1,26040.0,4.501713502398903
1460,0.41421353816986084,0.40256921768188475,25,39,96,1,9232,34,1,102630.0,6.323287671232877
1461,0.41421353816986084,0.40256921768188475,25,39,96,3,9232,34,1,108112.0,6.31895961670089
1462,1.0,0.4244045615196228,40,58,140,1,9232,51,1,159843.0,6.314637482900137
1463,1.0,0.4244045615196228,40,58,140,8,9880,51,1,181345.0,6.753246753246753
1464,0.41421353816986084,0.41421353816986084,26,40,96,1,9232,34,1,103968.0,6.306010928961749
1465,0.41421353816986084,0.38876417704990934,7,17,34,3,4948,10,1,30572.0,3.3774744027303756
1466,0.41421353816986084,0.41421353816986084,24,43,96,1,9232,34,1,106722.0,6.297407912687586
1467,1.0,0.4244045615196228,40,60,140,11,9232,51,1,162583.0,6.293115201090661
1468,0.41421353816986084,0.41421353816986084,10,16,47,1,4192,15,1,31623.0,2.8555858310626703
1469,0.41421353816986084,0.41421353816986084,11,17,47,3,4408,15,1,37135.0,3.0006807351940097
1470,0.41421353816986084,0.41421353816986084,10,22,47,1,11176,15,1,60547.0,7.602721088435374
1471,3.0025246143341064,0.4756869951883952,45,53,171,50,190996,63,1,1614875.0,129.8409245411285
1472,0.41421353816986084,0.41421353816986084,3,8,21,1,1472,5,1,3531.0,1.0
1473,0.41421353816986084,0.41421353816986084,27,47,96,3,9232,34,1,121246.0,6.267481330617787
1474,1.0,0.43268571830377345,41,52,140,1,9232,51,1,173627.0,6.263229308005427
1475,1.0,0.4244045615196228,40,54,140,6,9232,51,1,185619.0,6.2589830508474575
1476,0.41421353816986084,0.41421353816986084,5,10,21,1,1476,5,1,6279.0,1.0
1477,0.41421353816986084,0.41421353816986084,4,12,21,3,4432,5,1,11821.0,3.000677048070413
1478,0.41421353816986084,0.41421353816986084,3,12,21,1,3328,5,1,12293.0,2.2516914749661705
1479,1.2360680103302002,0.4496930880205972,28,41,96,13,9988,34,1,173788.0,6.753211629479378
1480,0.5857864618301392,0.42741145537449765,13,18,47,1,1480,15,1,8487.0,1.0
1481,0.41421353816986084,0.41421353816986084,8,15,34,3,7504,10,1,39354.0,5.066846725185686
1482,0.41421353816986084,0.41421353816986084,12,20,47,1,2224,15,1,11271.0,1.5006747638326585
1483,1.0,0.42880210280418396,36,53,140,8,9232,51,1,148045.0,6.22521915037087
1484,0.41421353816986084,0.41421353816986084,15,21,47,1,1672,15,1,11515.0,1.1266846361185985
1485,0.41421353816986084,0.41421353816986084,12,23,47,3,4456,15,1,17087.0,3.0006734006734006
1486,0.41421353816986084,0.41421353816986084,41,32,96,1,14308,34,1,267532.0,9.628532974427994
1487,0.41421353816986084,0.41421353816986084,35,39,96,39,15064,34,1,304034.0,10.130464021519838
1488,0.41421353816986084,0.41421353816986084,4,9,21,1,1488,5,1,3913.0,1.0
1489,0.41421353816986084,0.41421353816986084,9,21,47,3,4468,15,1,23325.0,3.0006715916722633
1490,1.0,0.454914927482605,33,29,91,1,8080,32,1,113356.0,5.422818791946309
1491,1.0,0.44971574797774805,33,31,91,6,8080,32,1,125478.0,5.419181757209926
1492,0.41421353816986084,0.41421353816986084,3,8,21,1,1492,5,1,5321.0,1.0
1493,0.41421353816986084,0.41421353816986084,3,10,21,3,4480,5,1,10923.0,3.0006697923643673
1494,1.0,0.4592740352337177,13,19,47,1,4264,15,1,34815.0,2.854082998661312
1495,0.5857864618301392,0.42741145537449765,13,21,47,8,10096,15,1,56787.0,6.753177257525084
1496,0.41421353816986084,0.41421353816986084,10,24,47,1,1496,15,1,11809.0,1.0
1497,0.41421353816986084,0.40416817367076874,8,23,47,3,5056,15,1,28751.0,3.3774215096860387
1498,0.41421353816986084,0.41421353816986084,11,26,47,1,2248,15,1,14623.0,1.500667556742323
1499,0.5857864618301392,0.4298110766844316,11,22,47,13,11392,15,1,63595.0,7.599733155436958
1500,0.41421353816986084,0.41421353816986084,8,25,47,1,2536,15,1,17337.0,1.6906666666666668
1501,0.41421353816986084,0.41421353816986084,9,26,47,3,4504,15,1,22969.0,3.000666222518321
1502,3.242640495300293,0.4956202682326822,34,59,140,1,21688,51,1,339703.0,14.439414114513982
1503,2.242640495300293,0.46073534927870097,38,58,140,34,22840,51,1,398805.0,15.196274118429807
1504,1.0,0.42780156930287677,30,40,109,1,9232,39,1,103893.0,6.138297872340425
1505,0.41421353816986084,0.41421353816986084,10,16,39,3,8584,12,1,63616.0,5.703654485049834
1506,0.41421353816986084,0.41421353816986084,4,8,21,1,2260,5,1,9899.0,1.50066401062417
1507,0.41421353816986084,0.41421353816986084,3,12,21,6,6784,5,1,22151.0,4.5016589250165895
1508,0.41421353816986084,0.41421353816986084,17,32,65,1,9232,22,1,86292.0,6.122015915119364
1509,0.41421353816986084,0.41421353816986084,15,34,65,3,9232,22,1,91954.0,6.117958913187541
1510,0.41421353816986084,0.41421353816986084,14,36,65,1,9232,22,1,92436.0,6.113907284768212
1511,0.41421353816986084,0.41421353816986084,14,35,91,32,39364,32,1,463298.0,26.051621442753145
1512,1.0,0.42736324571794077,31,42,109,1,9232,39,1,104619.0,6.105820105820106
1513,2.0,0.5133251920342445,16,23,65,3,14560,22,1,155362.0,9.623265036351619
1514,1.0,0.42736324571794077,31,41,109,1,9232,39,1,107463.0,6.09775429326288
1515,0.41421353816986084,0.41421353816986084,41,67,140,8,65608,51,1,703919.0,43.305610561056106
1516,1.0,0.4450444045819734,19,23,60,1,2752,20,1,29624.0,1.8153034300791557
1517,1.0,0.4450444045819734,19,25,60,3,4552,20,1,35316.0,3.000659195781147
1518,1.0,0.45082519203424454,16,27,60,1,5128,20,1,40788.0,3.3781291172595522
1519,1.0,0.42391927469344365,42,65,153,26,25972,56,1,327272.0,17.098090849242922
1520,0.6055512428283691,0.41204931906291414,28,39,109,1,9232,39,1,107695.0,6.073684210526316
1521,1.0,0.42736324571794077,31,42,109,3,9232,39,1,116647.0,6.0696909927679155
1522,0.41421353816986084,0.41421353816986084,8,11,34,1,2896,10,1,23126.0,1.9027595269382391
1523,0.41421353816986084,0.41421353816986084,8,14,34,6,6856,10,1,35508.0,4.501641497045306
1524,0.6055512428283691,0.4121239473079813,29,40,109,1,9232,39,1,109133.0,6.057742782152231
1525,0.6055512428283691,0.41204931906291414,28,41,109,3,9232,39,1,114855.0,6.053770491803279
1526,1.2360680103302002,0.4273504554008951,49,63,153,1,9232,56,1,185516.0,6.049803407601573
1527,0.5857864618301392,0.41407940339068977,49,68,153,8,10312,56,1,207958.0,6.753110674525213
1528,0.41421353816986084,0.41421353816986084,8,22,47,1,4372,15,1,30253.0,2.8612565445026177
1529,1.0,0.4467572304937575,18,27,60,3,5812,20,1,58980.0,3.8011772400261608
1530,0.41421353816986084,0.41421353816986084,9,23,47,1,4372,15,1,33127.0,2.857516339869281
1531,0.41421353816986084,0.41421353816986084,13,28,60,16,8728,20,1,87384.0,5.700849118223384
1532,0.41421353816986084,0.41421353816986084,6,21,47,1,13120,15,1,66611.0,8.56396866840731
1533,0.41421353816986084,0.41421353816986084,7,22,47,3,13120,15,1,72363.0,8.558382257012394
1534,0.41421353816986084,0.41421353816986084,8,26,60,1,39364,20,1,280210.0,25.661016949152543
1535,0.41421353816986084,0.41421353816986084,9,23,60,26,118096,20,1,616982.0,76.93550488599348
1536,0.41421353816986084,0.41421353816986084,2,8,16,1,1536,3,1,3115.0,1.0
1537,1.0,0.4227060576279958,48,63,153,3,9232,56,1,183458.0,6.0065061808718285
1538,0.41421353816986084,0.41421353816986084,10,14,34,1,2308,10,1,14498.0,1.5006501950585176
1539,0.41421353816986084,0.41421353816986084,11,12,34,6,6928,10,1,27010.0,4.501624431448993
1540,0.41421353816986084,0.41421353816986084,9,10,34,1,1540,10,1,10172.0,1.0
1541,0.41421353816986084,0.41421353816986084,9,10,34,3,4624,10,1,15954.0,3.00064892926671
1542,0.41421353816986084,0.41421353816986084,6,10,34,1,3472,10,1,16446.0,2.251621271076524
1543,0.41421353816986084,0.41421353816986084,28,51,109,11,10420,39,1,161451.0,6.753078418664939
1544,1.0,0.4262029774048749,34,43,122,1,9232,44,1,106578.0,5.979274611398964
1545,0.41421353816986084,0.41421353816986084,14,18,60,3,7828,20,1,76832.0,5.066666666666666
1546,1.0,0.4262029774048749,34,44,122,1,9232,44,1,109482.0,5.971539456662354
1547,0.41421353816986084,0.41421353816986084,4,16,34,8,6964,10,1,36226.0,4.501616031027796
1548,1.0,0.4258604219981602,35,46,122,1,9232,44,1,109736.0,5.963824289405685
1549,1.0,0.4265662937453299,33,47,122,3,9232,44,1,115548.0,5.959974176888315
1550,1.0,0.4344875666559959,49,55,153,1,9232,56,1,201204.0,5.9561290322580644
1551,1.0,0.44930717945098875,45,61,153,11,15712,56,1,239276.0,10.13023855577047
1552,0.41421353816986084,0.40986852529572276,41,48,122,1,9232,44,1,106164.0,5.948453608247423
1553,1.0,0.4269523173570633,32,45,122,3,9232,44,1,120136.0,5.9446233097231165
1554,1.0,0.4793009228176541,9,12,34,1,3940,10,1,35120.0,2.5353925353925355
1555,0.41421353816986084,0.41421353816986084,10,15,34,6,7000,10,1,47762.0,4.501607717041801
1556,0.5857864618301392,0.42238367739177884,42,47,122,1,9232,44,1,107632.0,5.933161953727506
1557,0.41421353816986084,0.40986852529572276,41,48,122,3,9232,44,1,113474.0,5.929351316634554
1558,0.41421353816986084,0.41421353816986084,16,29,60,1,3508,20,1,28678.0,2.251604621309371
1559,0.41421353816986084,0.41421353816986084,16,32,60,8,10528,20,1,51590.0,6.753046824887749
1560,0.41421353816986084,0.409525497963554,38,48,122,1,9232,44,1,107770.0,5.917948717948718
1561,0.41421353816986084,0.41421353816986084,15,34,60,3,5272,20,1,42364.0,3.3773222293401663
1562,0.41421353816986084,0.4091236659458705,35,51,122,1,9232,44,1,110704.0,5.9103713188220235
1563,2.6686739921569824,0.4820098498972451,41,54,153,21,26728,56,1,278300.0,17.10044785668586
1564,1.0,0.44951657815413043,33,45,122,1,9232,44,1,116778.0,5.9028132992327365
1565,1.0,0.4425971780504499,35,44,122,3,9232,44,1,122650.0,5.899041533546326
1566,1.0,0.41936979815363884,32,44,122,1,9232,44,1,136012.0,5.895274584929758
1567,0.5857864618301392,0.42565173308054605,15,30,60,21,23812,20,1,178206.0,15.1959157626037
1568,0.41421353816986084,0.41421353816986084,7,10,29,1,1568,8,1,3844.0,1.0
1569,0.41421353816986084,0.41421353816986084,10,11,34,3,4708,10,1,32740.0,3.0006373486297004
1570,1.0,0.4262029774048749,34,51,122,1,9232,44,1,113050.0,5.880254777070063
1571,1.0,0.4269523173570633,32,52,122,6,9232,44,1,125822.0,5.8765117759388925
1572,0.41421353816986084,0.41421353816986084,14,30,60,1,2248,20,1,26256.0,1.4300254452926209
1573,0.41421353816986084,0.41421353816986084,14,32,60,3,4720,20,1,32158.0,3.0006357279084552
1574,0.41421353816986084,0.41421353816986084,15,34,60,1,3544,20,1,32660.0,2.2515883100381195
1575,1.2360680103302002,0.4827014108498891,12,31,60,13,11968,20,1,82632.0,7.598730158730159
1576,0.41421353816986084,0.41421353816986084,7,11,29,1,1576,8,1,4600.0,1.0
1577,0.41421353816986084,0.41421353816986084,19,34,91,3,45520,32,1,338500.0,28.864933417882053
1578,0.41421353816986084,0.41421353816986084,5,12,29,1,2368,8,1,7564.0,1.5006337135614702
1579,1.0,0.42523086071014404,37,49,122,8,9232,44,1,139968.0,5.846738442051931
1580,0.41421353816986084,0.41421353816986084,21,36,78,1,9232,27,1,95701.0,5.843037974683544
1581,0.41421353816986084,0.41421353816986084,23,37,78,3,9232,27,1,101633.0,5.839342188488298
1582,0.41421353816986084,0.41421353816986084,20,35,78,1,9232,27,1,107335.0,5.835651074589128
1583,2.605551242828369,0.5239788060602935,46,51,166,127,250504,61,1,4432535.0,158.2463676563487
1584,0.41421353816986084,0.41421353816986084,4,11,29,1,1584,8,1,4686.0,1.0
1585,0.41421353816986084,0.41421353816986084,17,38,78,3,9232,27,1,111771.0,5.824605678233438
1586,0.41421353816986084,0.41421353816986084,17,41,78,1,9232,27,1,108193.0,5.82093316519546
1587,0.41421353816986084,0.41421353816986084,16,42,78,6,9232,27,1,121095.0,5.8172652804032765
1588,0.41421353816986084,0.41421353816986084,4,13,29,1,1588,8,1,6184.0,1.0
1589,0.41421353816986084,0.41421353816986084,4,13,29,3,4768,8,1,12146.0,3.000629326620516
1590,0.41421353816986084,0.41421353816986084,15,40,104,1,39364,37,1,568851.0,24.757232704402515
1591,0.41421353816986084,0.41421353816986084,17,43,104,8,39364,37,1,592233.0,24.741671904462603
1592,0.6055512428283691,0.4124312400817871,34,41,122,1,9232,44,1,115534.0,5.798994974874372
1593,1.0,0.4249409311696103,38,46,122,3,9232,44,1,142306.0,5.795354676710609
1594,0.6055512428283691,0.4124821628843035,35,43,122,1,9232,44,1,118528.0,5.791718946047679
1595,1.0,0.4376449966430664,25,26,73,11,8080,25,1,74697.0,5.065830721003135
1596,1.3944487571716309,0.4438792505571919,31,43,122,1,9232,44,1,125352.0,5.784461152882206
1597,1.8377223014831543,0.4568044953048229,32,44,122,3,9232,44,1,131344.0,5.780839073262367
1598,1.0,0.4450444045819734,19,33,73,1,12148,25,1,105073.0,7.602002503128912
1599,1.0,0.4467572304937575,18,30,73,16,36448,25,1,203385.0,22.7942464040025
1600,0.41421353816986084,0.41421353816986084,7,14,29,1,1600,8,1,3808.0,1.0
1601,0.41421353816986084,0.41421353816986084,13,24,60,3,4804,20,1,50404.0,3.000624609618988
1602,0.41421353816986084,0.3993680775165558,12,24,60,1,4372,20,1,43696.0,2.7290886392009988
1603,0.41421353816986084,0.41421353816986084,11,26,60,6,7216,20,1,56728.0,4.501559575795383
1604,0.41421353816986084,0.41421353816986084,4,10,21,1,1604,5,1,7715.0,1.0
1605,0.41421353816986084,0.41421353816986084,4,12,21,3,4816,5,1,13737.0,3.0006230529595017
1606,0.41421353816986084,0.41421353816986084,4,9,21,1,3616,5,1,14249.0,2.2515566625155667
1607,1.2360680103302002,0.4253119682443553,58,66,166,16,10852,61,1,259053.0,6.75295581829496
1608,0.41421353816986084,0.41421353816986084,3,8,21,1,1608,5,1,7823.0,1.0
1609,1.0,0.4435028612613678,20,37,73,3,8152,25,1,100965.0,5.0665009322560595
1610,0.41421353816986084,0.41421353816986084,3,10,21,1,2416,5,1,10847.0,1.5006211180124223
1611,0.41421353816986084,0.41421353816986084,5,10,21,8,7252,5,1,32859.0,4.50155183116077
1612,0.41421353816986084,0.41421353816986084,3,12,21,1,1816,5,1,11111.0,1.1265508684863523
1613,0.41421353816986084,0.41421353816986084,3,12,21,3,4840,5,1,17163.0,3.000619962802232
1614,0.41421353816986084,0.41421353816986084,12,30,73,1,39364,25,1,316595.0,24.38909541511772
1615,0.41421353816986084,0.41421353816986084,10,32,73,13,39364,25,1,356237.0,24.373993808049537
1616,0.41421353816986084,0.41421353816986084,5,17,29,1,1616,8,1,4220.0,1.0
1617,0.41421353816986084,0.41421353816986084,13,21,47,3,4852,15,1,39631.0,3.0006184291898577
1618,0.41421353816986084,0.41421353816986084,11,19,47,1,9232,15,1,54933.0,5.705809641532756
1619,0.41421353816986084,0.41421353816986084,12,21,47,6,9232,15,1,68095.0,5.702285361334157
1620,0.41421353816986084,0.41421353816986084,5,15,29,1,1620,8,1,5748.0,1.0
1621,0.41421353816986084,0.41421353816986084,5,17,29,3,4864,8,1,11830.0,3.000616903146206
1622,1.0,0.42523086071014404,37,50,135,1,9232,49,1,126159.0,5.69173859432799
1623,1.0,0.4258604219981602,35,54,135,8,10960,49,1,150011.0,6.7529266789895255
1624,0.41421353816986084,0.41421353816986084,13,10,42,1,1624,13,1,8191.0,1.0
1625,1.0,0.4334644812804002,39,46,135,3,9232,49,1,137305.0,5.681230769230769
1626,0.41421353816986084,0.41421353816986084,14,12,42,1,2440,13,1,11245.0,1.5006150061500616
1627,0.41421353816986084,0.41421353816986084,17,23,73,26,13912,25,1,165961.0,8.550706822372465
1628,1.0,0.4724719524383545,13,13,42,1,2752,13,1,14189.0,1.6904176904176904
1629,0.5857864618301392,0.42565173308054605,15,13,42,3,4888,13,1,20301.0,3.0006138735420502
1630,1.0,0.4425971780504499,35,57,135,1,9232,49,1,159175.0,5.663803680981595
1631,1.0,0.4189278330121722,35,52,135,13,24784,49,1,223307.0,15.19558553034948
1632,0.41421353816986084,0.41421353816986084,6,14,29,1,1632,8,1,4292.0,1.0
1633,0.41421353816986084,0.4102547486623128,45,56,135,3,9232,49,1,142461.0,5.653398652786283
1634,0.41421353816986084,0.41421353816986084,11,15,42,1,2452,13,1,12901.0,1.500611995104039
1635,0.41421353816986084,0.41421353816986084,10,16,42,6,7360,13,1,26193.0,4.5015290519877675
1636,0.41421353816986084,0.41421353816986084,11,16,42,1,1636,13,1,11065.0,1.0
1637,0.41421353816986084,0.41421353816986084,10,18,42,3,4912,13,1,17207.0,3.000610873549175
1638,0.41421353816986084,0.41421353816986084,9,20,42,1,3688,13,1,17729.0,2.2515262515262515
1639,1.2360680103302002,0.45242228416296154,26,37,104,70,95956,37,1,1119659.0,58.54545454545455
1640,0.41421353816986084,0.41421353816986084,5,17,29,1,1640,8,1,5078.0,1.0
1641,0.41421353816986084,0.41421353816986084,17,42,73,3,12472,25,1,109999.0,7.600243753808654
1642,0.41421353816986084,0.41421353816986084,5,16,29,1,2464,8,1,8162.0,1.5006090133982948
1643,0.41421353816986084,0.41421353816986084,16,45,73,8,7396,25,1,89663.0,4.501521606816799
1644,1.0,0.4244045615196228,40,47,135,1,9232,49,1,138963.0,5.615571776155718
1645,1.0,0.42415599997450665,41,48,135,3,9232,49,1,145135.0,5.612158054711246
1646,1.0,0.4244045615196228,40,53,135,1,9232,49,1,151067.0,5.608748481166464
1647,1.2360680103302002,0.42800434430440265,42,58,135,19,18772,49,1,248049.0,11.397692774741955
1648,0.41421353816986084,0.41421353816986084,23,37,91,1,9232,32,1,100492.0,5.601941747572815
1649,0.41421353816986084,0.41421353816986084,5,17,29,3,4948,8,1,18116.0,3.0006064281382656
1650,1.0,0.4249409311696103,38,60,135,1,9232,49,1,131185.0,5.595151515151515
1651,1.0,0.4249409311696103,38,60,135,6,9232,49,1,144607.0,5.5917625681405205
1652,0.41421353816986084,0.41421353816986084,24,38,91,1,9232,32,1,102050.0,5.588377723970944
1653,0.41421353816986084,0.41421353816986084,23,39,91,3,9232,32,1,108252.0,5.584996975196613
1654,0.41421353816986084,0.41421353816986084,10,16,42,1,4192,13,1,27401.0,2.5344619105199517
1655,0.41421353816986084,0.41421353816986084,10,20,42,8,11176,13,1,51723.0,6.752870090634441
1656,0.41421353816986084,0.41421353816986084,25,44,91,1,9232,32,1,105608.0,5.57487922705314
1657,0.41421353816986084,0.41421353816986084,17,37,73,3,9448,25,1,85961.0,5.701870850935426
1658,0.41421353816986084,0.41421353816986084,25,44,91,1,9232,32,1,108722.0,5.568154402895054
1659,0.41421353816986084,0.41421353816986084,10,15,42,13,8404,13,1,59361.0,5.065702230259192
1660,1.0,0.4249409311696103,38,52,135,1,9232,49,1,167545.0,5.56144578313253
1661,1.0,0.42466586981064236,39,53,135,3,9232,49,1,173777.0,5.558097531607466
1662,1.0,0.4494395560996477,43,58,135,1,18952,49,1,218669.0,11.403128760529482
1663,1.2360680103302002,0.469403949048784,18,28,73,39,95956,25,1,781643.0,57.70054119061936
1664,0.41421353816986084,0.41421353816986084,2,10,16,1,1664,3,1,3421.0,1.0
1665,2.605551242828369,0.5117661261558533,50,62,179,3,250504,66,1,4460754.0,150.45285285285286
1666,0.41421353816986084,0.41421353816986084,8,13,29,1,2500,8,1,13210.0,1.5006002400960383
1667,0.41421353816986084,0.41421353816986084,7,15,29,6,7504,8,1,26762.0,4.501499700059988
1668,1.0,0.42880210280418396,36,50,135,1,9232,49,1,123611.0,5.534772182254197
1669,1.0,0.42880210280418396,36,50,135,3,9232,49,1,129873.0,5.531455961653685
1670,1.0,0.42840781727352656,37,47,135,1,9232,49,1,130405.0,5.528143712574851
1671,0.41421353816986084,0.41421353816986084,8,16,42,11,11284,13,1,62805.0,6.752842609216039
1672,0.41421353816986084,0.41421353816986084,12,18,42,1,1672,13,1,7247.0,1.0
1673,0.41421353816986084,0.41421353816986084,38,32,91,3,14308,32,1,258612.0,8.552301255230125
1674,0.41421353816986084,0.41421353816986084,10,20,42,1,2512,13,1,10391.0,1.5005973715651135
1675,0.6055512428283691,0.4126188504068475,38,47,135,8,9232,49,1,154915.0,5.511641791044776
1676,0.41421353816986084,0.41421353816986084,7,18,42,1,1888,13,1,10665.0,1.126491646778043
1677,0.41421353816986084,0.41421353816986084,8,19,42,3,5032,13,1,16957.0,3.0005963029218843
1678,1.0,0.45754082356729814,31,27,86,1,8080,30,1,107208.0,4.815256257449344
1679,1.0,0.4359093330524586,27,28,86,11,17008,30,1,148420.0,10.129839189994044
1680,0.41421353816986084,0.41421353816986084,7,20,42,1,1680,13,1,8113.0,1.0
1681,0.41421353816986084,0.41421353816986084,10,23,42,3,5044,13,1,25495.0,3.0005948839976204
1682,0.41421353816986084,0.41421353816986084,11,19,42,1,4264,13,1,25847.0,2.535077288941736
1683,0.41421353816986084,0.41421353816986084,11,22,42,6,7576,13,1,39529.0,4.501485442661913
1684,0.41421353816986084,0.41421353816986084,7,21,42,1,1684,13,1,9701.0,1.0
1685,0.41421353816986084,0.41421353816986084,6,23,42,3,5056,13,1,16023.0,3.000593471810089
1686,0.41421353816986084,0.41421353816986084,9,18,42,1,3796,13,1,20435.0,2.2514827995255042
1687,0.41421353816986084,0.41421353816986084,9,22,42,8,11392,13,1,45227.0,6.752815649081209
1688,0.41421353816986084,0.41421353816986084,8,24,42,1,1688,13,1,9849.0,1.0
1689,0.41421353816986084,0.41421353816986084,8,12,34,3,5704,10,1,44950.0,3.3771462403789223
1690,0.41421353816986084,0.41421353816986084,8,24,42,1,2536,13,1,13023.0,1.5005917159763313
1691,3.242640495300293,0.4956202682326822,34,54,135,29,21688,49,1,330687.0,12.825547013601419
1692,0.41421353816986084,0.41421353816986084,5,10,34,1,3220,10,1,30016.0,1.9030732860520094
1693,0.41421353816986084,0.38876417704990934,7,11,34,3,5080,10,1,36368.0,3.0005906674542233
1694,0.41421353816986084,0.41421353816986084,8,16,34,1,8584,10,1,50820.0,5.067296340023613
1695,2.0,0.44097987474021266,59,63,179,52,48904,66,1,836594.0,28.851917404129793
1696,0.41421353816986084,0.41421353816986084,3,7,16,1,1696,3,1,3685.0,1.0
1697,0.5857864618301392,0.4387239558356149,7,14,34,3,5092,10,1,49506.0,3.0005892751915146
1698,0.41421353816986084,0.41421353816986084,14,22,60,1,9232,20,1,68218.0,5.4369846878680805
1699,0.41421353816986084,0.41421353816986084,12,22,60,6,9232,20,1,82030.0,5.4337845791642145
1700,0.41421353816986084,0.41421353816986084,13,32,60,1,9232,20,1,83372.0,5.430588235294118
1701,0.41421353816986084,0.41421353816986084,12,34,60,3,9232,20,1,89754.0,5.427395649617872
1702,0.41421353816986084,0.41421353816986084,12,34,60,1,9232,20,1,90296.0,5.424206815511163
1703,1.0,0.45605542830058504,14,21,60,19,14560,20,1,142498.0,8.549618320610687
1704,0.41421353816986084,0.41421353816986084,2,10,16,1,1704,3,1,4501.0,1.0
1705,0.41421353816986084,0.41421353816986084,39,64,135,3,65608,49,1,685355.0,38.479765395894425
1706,0.41421353816986084,0.41421353816986084,2,9,16,1,2560,3,1,7705.0,1.5005861664712778
1707,1.0,0.4276836278826691,43,59,148,8,9232,54,1,169894.0,5.408318687756298
1708,1.0,0.45082519203424454,16,23,55,1,2752,18,1,25264.0,1.6112412177985949
1709,1.0,0.45326596895853677,15,25,55,3,5128,18,1,31676.0,3.000585137507314
1710,1.0,0.4683106371334621,14,21,55,1,5776,18,1,37838.0,3.3777777777777778
1711,2.0,0.45492950982825703,43,52,148,13,17332,54,1,228682.0,10.129748684979544
1712,1.0,0.4287721429552351,28,40,104,1,9232,37,1,103715.0,5.392523364485982
1713,0.41421353816986084,0.41421353816986084,9,11,29,3,5140,8,1,20714.0,3.0005837711617045
1714,0.41421353816986084,0.41421353816986084,7,11,29,1,2896,8,1,16846.0,1.689614935822637
1715,0.41421353816986084,0.41421353816986084,7,14,29,6,7720,8,1,30788.0,4.501457725947522
