Seed,H1_max,H1_avg,H1_count,height_max,total_steps,stopping_time,max_value,odd_steps,max_consecutive_odds,sum_of_values,peak_ratio
3850,1.0,0.4683106371334621,14,21,51,1,5776,16,1,31424.0,1.5002597402597402
3851,2.0,0.45691565478720314,41,50,144,8,17332,52,1,211568.0,4.500649182030641
3852,1.0,0.4683106371334621,14,18,51,1,4336,16,1,32038.0,1.1256490134994808
3853,1.0,0.46470416386922203,15,19,51,3,11560,16,1,46490.0,3.0002595380223203
3854,0.41421353816986084,0.3960192874073982,16,13,51,1,13012,16,1,73682.0,3.376232485729113
3855,0.41421353816986084,0.41421353816986084,15,19,51,11,39040,16,1,168274.0,10.12710765239948
3856,0.41421353816986084,0.41421353816986084,7,10,25,1,3856,6,1,10006.0,1.0
3857,0.41421353816986084,0.41421353816986084,18,20,51,3,11572,16,1,57828.0,3.0002592688618095
3858,0.41421353816986084,0.41421353816986084,9,19,56,1,10996,18,1,134324.0,2.8501814411612236
3859,0.5857864618301392,0.4298110766844316,11,21,56,6,17368,18,1,165686.0,4.500647836227002
3860,0.41421353816986084,0.41421353816986084,6,11,25,1,3860,6,1,13634.0,1.0
3861,0.41421353816986084,0.41421353816986084,5,13,25,3,11584,6,1,28116.0,3.000259000259
3862,1.0,0.42466586981064236,39,62,144,1,9232,52,1,198650.0,2.390471258415329
3863,1.0,0.41844431559244794,39,63,144,8,26080,52,1,255402.0,6.751229614289413
3864,0.41421353816986084,0.41421353816986084,6,13,25,1,3864,6,1,13952.0,1.0
3865,1.0,0.4185556518404107,38,56,144,3,24784,52,1,283346.0,6.4124191461837
3866,0.41421353816986084,0.41421353816986084,4,16,25,1,5800,6,1,21206.0,1.5002586652871184
3867,0.41421353816986084,0.41421353816986084,15,28,82,37,223072,28,1,1367022.0,57.686061546418415
3868,0.41421353816986084,0.41034080930378125,46,63,144,1,9232,52,1,169912.0,2.3867631851085833
3869,0.41421353816986084,0.4105021730065346,48,63,144,3,11608,52,1,184424.0,3.0002584647195656
3870,0.41421353816986084,0.41034080930378125,46,58,144,1,19600,52,1,217406.0,5.064599483204135
3871,0.41421353816986084,0.41421353816986084,31,46,113,32,58804,40,1,667814.0,15.190906742443813
3872,1.0,0.43674378670178926,26,38,100,1,9232,35,1,106691.0,2.384297520661157
3873,0.41421353816986084,0.41421353816986084,12,24,51,3,11620,16,1,74430.0,3.000258197779499
3874,0.41421353816986084,0.41421353816986084,11,24,51,1,5812,16,1,35222.0,1.5002581311306145
3875,0.41421353816986084,0.41421353816986084,11,25,51,6,17440,16,1,66714.0,4.500645161290323
3876,0.41421353816986084,0.41421353816986084,12,18,51,1,4912,16,1,35626.0,1.2672858617131062
3877,0.41421353816986084,0.41421353816986084,12,20,51,3,11632,16,1,50168.0,3.00025793139025
3878,0.41421353816986084,0.41421353816986084,13,21,51,1,8728,16,1,51390.0,2.2506446621970086
3879,1.0,0.42592926740646364,50,64,144,13,29464,52,1,333604.0,7.595772106212942
3880,0.6055512428283691,0.41204931906291414,28,38,100,1,9232,35,1,108527.0,2.379381443298969
3881,0.5857864618301392,0.4180262698067559,45,61,144,3,44224,52,1,332328.0,11.39500128832775
3882,1.6055512428283691,0.4618670463562012,25,40,100,1,9232,35,1,115811.0,2.3781555899021125
3883,0.41421353816986084,0.41421353816986084,8,30,51,8,17476,16,1,104900.0,4.500643832088591
3884,0.41421353816986084,0.41421353816986084,7,22,38,1,4372,11,1,27177.0,1.125643666323378
3885,0.41421353816986084,0.41421353816986084,7,24,38,3,11656,11,1,41749.0,3.0002574002574
3886,0.41421353816986084,0.41421353816986084,6,21,38,1,13120,11,1,55731.0,3.3762223365928974
3887,0.41421353816986084,0.41421353816986084,8,26,51,16,39364,16,1,253728.0,10.127090301003344
3888,0.41421353816986084,0.4034317599402534,27,40,100,1,9232,35,1,108703.0,2.374485596707819
3889,0.41421353816986084,0.41421353816986084,8,18,38,3,11668,11,1,49427.0,3.000257135510414
3890,0.41421353816986084,0.41421353816986084,7,22,38,1,6568,11,1,40629.0,1.6884318766066837
3891,0.41421353816986084,0.41421353816986084,6,23,38,6,17512,11,1,72251.0,4.500642508352609
3892,0.41421353816986084,0.40256921768188475,25,43,100,1,9232,35,1,112361.0,2.372045220966084
3893,0.41421353816986084,0.40256921768188475,25,43,100,3,11680,35,1,126963.0,3.000256871307475
3894,0.41421353816986084,0.40144297951146174,19,42,82,1,22192,28,1,177756.0,5.6990241397021055
3895,0.41421353816986084,0.40265922319321407,21,45,82,8,26296,28,1,234978.0,6.751219512195122
3896,1.0,0.42391927469344365,42,59,144,1,9232,52,1,167148.0,2.3696098562628336
3897,1.0,0.4413065688554631,43,57,144,3,13156,52,1,229110.0,3.375930202720041
3898,1.0,0.4236935598905696,43,60,144,1,9232,52,1,174462.0,2.3683940482298613
3899,1.0,0.42391927469344365,42,50,144,11,19744,52,1,245004.0,5.063862528853552
3900,1.0,0.4244045615196228,40,58,144,1,9880,52,1,191096.0,2.533333333333333
3901,1.0,0.42415599997450665,41,59,144,3,11704,52,1,205728.0,3.0002563445270445
3902,1.0,0.4323038359483083,48,69,175,1,33352,64,1,571104.0,8.547411583803179
3903,1.142524242401123,0.4408837303202203,47,69,175,21,88936,64,1,810986.0,22.786574429925697
3904,0.41421353816986084,0.41421353816986084,4,11,25,1,3904,6,1,8702.0,1.0
3905,0.41421353816986084,0.41421353816986084,27,40,100,3,11716,35,1,150167.0,3.000256081946223
3906,1.0,0.4793009228176541,9,18,38,1,5860,11,1,45221.0,1.5002560163850487
3907,0.41421353816986084,0.39194534718990326,8,19,38,6,17584,11,1,76973.0,4.5006398771435885
3908,0.5857864618301392,0.42081249677217925,26,45,100,1,9232,35,1,116493.0,2.3623336745138177
3909,0.41421353816986084,0.41421353816986084,24,47,100,3,11728,35,1,131155.0,3.0002558199027884
3910,0.41421353816986084,0.41421353816986084,25,44,100,1,9232,35,1,132387.0,2.3611253196930946
3911,1.0,0.456437734040347,22,32,82,19,33424,28,1,436850.0,8.546151879314753
3912,0.41421353816986084,0.41421353816986084,12,16,51,1,4192,16,1,38958.0,1.0715746421267893
3913,1.0,0.4244045615196228,40,67,144,3,19816,52,1,230162.0,5.064145157168413
3914,0.41421353816986084,0.41421353816986084,12,18,51,1,5872,16,1,46302.0,1.5002554931016863
3915,0.41421353816986084,0.41421353816986084,24,45,100,8,17620,35,1,177547.0,4.500638569604087
3916,0.41421353816986084,0.41421353816986084,13,19,51,1,4408,16,1,46926.0,1.1256384065372829
3917,0.41421353816986084,0.41421353816986084,12,20,51,3,11752,16,1,61618.0,3.000255297421496
3918,1.0,0.4600679228703181,24,30,82,1,80512,28,1,620784.0,20.54925982644206
3919,0.8218544721603394,0.4417951504389445,21,31,82,13,80512,28,1,716946.0,20.544016330696607
3920,0.41421353816986084,0.41421353816986084,4,9,25,1,3920,6,1,9654.0,1.0
3921,0.41421353816986084,0.41421353816986084,12,26,51,3,11764,16,1,96086.0,3.000255036980362
3922,4.416738152503967,0.5060931444168091,46,53,175,1,190996,64,1,1629584.0,48.69862315145334
3923,3.0025246143341064,0.47448770701885223,48,55,175,6,190996,64,1,1661466.0,48.68620953352026
3924,0.41421353816986084,0.41421353816986084,4,11,25,1,3924,6,1,13342.0,1.0
3925,0.41421353816986084,0.41421353816986084,3,12,25,3,11776,6,1,28064.0,3.000254777070064
3926,0.41421353816986084,0.41421353816986084,25,39,82,1,9448,28,1,126090.0,2.4065206316861945
3927,0.41421353816986084,0.3972472974232265,21,39,82,8,26512,28,1,183782.0,6.751209574738986
3928,1.0,0.44930717945098875,45,52,144,1,9232,52,1,180992.0,2.35030549898167
3929,0.41421353816986084,0.41421353816986084,27,50,100,3,13264,35,1,169755.0,3.3759226266225504
3930,1.0,0.4194293428551067,44,54,144,1,9232,52,1,188366.0,2.34910941475827
3931,1.0,0.43674378670178926,26,39,82,39,85048,28,1,933320.0,21.635207326380055
3932,1.0,0.4244045615196228,40,54,144,1,9232,52,1,195450.0,2.3479145473041707
3933,1.0,0.42415599997450665,41,55,144,3,11800,52,1,210202.0,3.0002542588354943
3934,0.41421353816986084,0.41421353816986084,26,50,100,1,19924,35,1,212415.0,5.064565327910524
3935,0.41421353816986084,0.41421353816986084,25,49,100,13,59776,35,1,367087.0,15.190851334180431
3936,0.41421353816986084,0.4005100360283485,13,20,51,1,3936,16,1,14016.0,1.0
3937,1.2360680103302002,0.4390492230653763,40,49,126,3,345544,45,1,3498691.0,87.76835153670308
3938,0.41421353816986084,0.41421353816986084,6,12,25,1,5908,6,1,26590.0,1.500253936008126
3939,0.41421353816986084,0.41421353816986084,5,14,25,6,17728,6,1,58602.0,4.5006346788525
3940,0.41421353816986084,0.41421353816986084,4,12,25,1,3940,6,1,22144.0,1.0
3941,0.41421353816986084,0.41421353816986084,4,14,25,3,11824,6,1,36926.0,3.0002537427048974
3942,0.41421353816986084,0.41421353816986084,4,15,25,1,8872,6,1,38168.0,2.2506341958396754
3943,0.9130287170410156,0.424647277309781,42,57,175,65,575728,64,1,6417426.0,146.01268069997465
3944,0.5857864618301392,0.42741145537449765,13,22,51,1,3944,16,1,15882.0,1.0
3945,0.8218544721603394,0.42736324571794077,31,44,100,3,29968,35,1,271057.0,7.596451204055767
3946,0.5857864618301392,0.42741145537449765,13,21,51,1,5920,16,1,23286.0,1.5002534211860112
3947,2.0,0.48787005810902034,58,64,188,8,250504,69,1,4563939.0,63.46693691411198
3948,0.41421353816986084,0.41421353816986084,8,15,38,1,7504,11,1,49225.0,1.900709219858156
3949,0.5857864618301392,0.43137083053588865,10,16,38,3,11848,11,1,64037.0,3.000253228665485
3950,0.41421353816986084,0.41421353816986084,10,20,38,1,13336,11,1,78249.0,3.3762025316455695
3951,0.5857864618301392,0.4322738459235744,19,32,74,55,45016,25,1,855739.0,11.39357124778537
3952,0.41421353816986084,0.41421353816986084,16,23,51,1,3952,16,1,17688.0,1.0
3953,0.5857864618301392,0.42741145537449765,13,22,51,3,11860,16,1,47100.0,3.0002529724260056
3954,1.0,0.42840781727352656,37,53,144,1,9232,52,1,162874.0,2.334850784016186
3955,1.0,0.4280342836129038,38,56,144,6,17800,52,1,195016.0,4.50063211125158
3956,0.41421353816986084,0.41421353816986084,15,25,51,1,3956,16,1,21406.0,1.0
3957,0.41421353816986084,0.41421353816986084,15,25,51,3,11872,16,1,36248.0,3.000252716704574
3958,1.0,0.42767990552462065,39,56,144,1,10024,52,1,183392.0,2.532592218292067
3959,1.0,0.4281325817108154,40,54,144,8,26728,52,1,241554.0,6.75119979792877
3960,0.41421353816986084,0.4100706189177757,43,32,100,1,14308,35,1,274957.0,3.613131313131313
3961,0.41421353816986084,0.41421353816986084,9,18,51,3,33856,16,1,206366.0,8.547336531178996
3962,0.41421353816986084,0.41421353816986084,43,34,100,1,14308,35,1,282391.0,3.6113074204946995
3963,0.5857864618301392,0.4298110766844316,11,27,51,13,20068,16,1,198940.0,5.063840524854908
3964,0.41421353816986084,0.41421353816986084,36,39,100,1,15064,35,1,313945.0,3.800201816347124
3965,0.41421353816986084,0.41421353816986084,37,40,100,3,15064,35,1,328817.0,3.7992433795712484
3966,0.41421353816986084,0.41138999802725656,7,16,51,1,50848,16,1,364276.0,12.820978315683307
3967,0.41421353816986084,0.41421353816986084,7,23,51,21,135592,16,1,739918.0,34.17998487522057
3968,1.0,0.42780156930287677,30,42,113,1,9232,40,1,108978.0,2.3266129032258065
3969,0.6055512428283691,0.4128669129477607,45,49,144,3,11908,52,1,205404.0,3.000251952632905
3970,0.41421353816986084,0.41421353816986084,12,21,51,1,5956,16,1,38214.0,1.5002518891687657
3971,0.41421353816986084,0.41421353816986084,10,23,51,6,17872,16,1,70486.0,4.500629564341476
3972,1.0,0.45371782779693604,34,32,95,1,8080,33,1,123287.0,2.0342396777442096
3973,1.0,0.45371782779693604,34,32,95,3,11920,33,1,138189.0,3.000251698968034
3974,1.0,0.454914927482605,33,34,95,1,8944,33,1,139441.0,2.2506290890790135
3975,0.41421353816986084,0.41421353816986084,9,21,51,11,26836,16,1,141134.0,6.751194968553459
3976,0.41421353816986084,0.41421353816986084,6,8,25,1,3976,6,1,12776.0,1.0
3977,1.0,0.42391927469344365,42,58,144,3,22660,52,1,376240.0,5.697762132260498
3978,0.41421353816986084,0.41421353816986084,5,10,25,1,5968,6,1,20240.0,1.5002513826043238
3979,1.0,0.4337397535641988,30,31,95,8,17908,33,1,225151.0,4.500628298567479
3980,0.41421353816986084,0.41421353816986084,4,13,25,1,4480,6,1,20874.0,1.1256281407035176
3981,0.41421353816986084,0.41421353816986084,4,13,25,3,11944,6,1,35806.0,3.000251193167546
3982,0.41421353816986084,0.41421353816986084,16,20,51,1,13444,16,1,109598.0,3.376192867905575
3983,0.5857864618301392,0.42741145537449765,13,19,51,11,40336,16,1,207330.0,10.127039919658548
3984,0.5857864618301392,0.42851128180821735,12,25,51,1,3984,16,1,18032.0,1.0
3985,0.41421353816986084,0.41421353816986084,16,23,51,3,11956,16,1,70934.0,3.0002509410288583
3986,0.5857864618301392,0.42646874700273785,14,21,51,1,10096,16,1,71736.0,2.5328650275965883
3987,0.5857864618301392,0.42565173308054605,15,23,51,6,17944,16,1,104138.0,4.5006270378730875
3988,0.41421353816986084,0.41421353816986084,11,26,51,1,3988,16,1,21780.0,1.0
3989,0.41421353816986084,0.41421353816986084,10,28,51,3,11968,16,1,36742.0,3.0002506893958385
3990,0.41421353816986084,0.41421353816986084,10,24,51,1,8980,16,1,50484.0,2.2506265664160403
3991,0.41421353816986084,0.41421353816986084,8,25,51,8,26944,16,1,109116.0,6.751190177900275
3992,0.41421353816986084,0.41421353816986084,11,30,51,1,3992,16,1,22108.0,1.0
3993,0.41421353816986084,0.41421353816986084,9,26,51,3,13480,16,1,78050.0,3.375907838717756
3994,0.41421353816986084,0.41421353816986084,11,30,51,1,5992,16,1,29602.0,1.500250375563345
3995,0.41421353816986084,0.41421353816986084,18,34,82,16,45520,28,1,307338.0,11.39424280350438
3996,0.5857864618301392,0.4298110766844316,11,22,51,1,11392,16,1,73586.0,2.850850850850851
3997,0.5857864618301392,0.42851128180821735,12,23,51,3,11992,16,1,88578.0,3.0002501876407304
3998,0.41421353816986084,0.41421353816986084,10,27,51,1,20248,16,1,122650.0,5.0645322661330665
3999,2.0,0.4747590043328025,55,69,188,39,129760,69,1,1346513.0,32.448112028007
4000,1.0,0.4269523173570633,32,43,113,1,9232,40,1,109512.0,2.308
4001,0.5857864618301392,0.4298110766844316,11,11,43,3,12004,13,1,103485.0,3.0002499375156213
4002,0.41421353816986084,0.41421353816986084,10,29,51,1,6004,16,1,37978.0,1.5002498750624689
4003,0.41421353816986084,0.41421353816986084,9,28,51,6,18016,16,1,70510.0,4.500624531601299
4004,3.242640495300293,0.4890197225519129,37,61,144,1,21688,52,1,349714.0,5.416583416583417
4005,3.242640495300293,0.4956202682326822,34,63,144,3,21688,52,1,364736.0,5.415230961298377
4006,3.242640495300293,0.4932943616594587,35,62,144,1,21688,52,1,365998.0,5.4138791812281575
4007,0.41421353816986084,0.41421353816986084,10,22,43,24,30436,13,1,331737.0,7.595707511854255
4008,1.0,0.42736324571794077,31,41,113,1,9232,40,1,111408.0,2.3033932135728543
4009,2.605551242828369,0.5206259925190996,41,51,157,3,250504,57,1,4373049.0,62.48540783237715
4010,1.0,0.4269523173570633,32,43,113,1,9232,40,1,118932.0,2.3022443890274316
4011,1.2360680103302002,0.42038382016695464,65,78,188,8,32560,69,1,489137.0,8.117676389927698
4012,1.0,0.4773268202940623,12,16,43,1,8584,13,1,73647.0,2.139581256231306
4013,0.41421353816986084,0.41421353816986084,13,17,43,3,12040,13,1,88699.0,3.0002491901320707
4014,0.41421353816986084,0.41421353816986084,9,20,43,1,13552,13,1,103141.0,3.3761833582461387
4015,1.0,0.4986619299108332,11,13,43,13,40660,13,1,243333.0,10.127023661270236
4016,0.41421353816986084,0.41421353816986084,18,34,69,1,9232,23,1,92565.0,2.298804780876494
4017,0.41421353816986084,0.41421353816986084,6,10,25,3,12052,6,1,46308.0,3.0002489419965146
4018,0.41421353816986084,0.41421353816986084,3,15,25,1,6784,6,1,37220.0,1.6884021901443504
4019,0.41421353816986084,0.41421353816986084,3,16,25,6,18088,6,1,69882.0,4.500622045284897
4020,0.41421353816986084,0.41421353816986084,17,36,69,1,9232,23,1,96343.0,2.2965174129353234
4021,0.41421353816986084,0.41421353816986084,17,36,69,3,12064,23,1,111425.0,3.0002486943546383
4022,0.41421353816986084,0.41421353816986084,7,16,43,1,15280,13,1,118207.0,3.7991049229239184
4023,0.41421353816986084,0.41421353816986084,8,20,43,8,27160,13,1,177309.0,6.751180710912254
4024,0.41421353816986084,0.41421353816986084,15,36,69,1,9232,23,1,99981.0,2.2942345924453282
4025,1.0,0.4435028612613678,20,24,69,3,13588,23,1,143483.0,3.3759006211180123
4026,0.41421353816986084,0.41421353816986084,15,38,69,1,9232,23,1,107535.0,2.2930948832588176
4027,0.41421353816986084,0.41421353816986084,15,27,69,11,20392,23,1,185177.0,5.063819220263223
4028,0.41421353816986084,0.41421353816986084,14,35,95,1,39364,33,1,473369.0,9.772591857000993
4029,0.41421353816986084,0.41421353816986084,15,36,95,3,39364,33,1,488481.0,9.770166294365847
4030,0.41421353816986084,0.41421353816986084,14,40,95,1,39364,33,1,552593.0,9.76774193548387
4031,0.41421353816986084,0.41421353816986084,20,44,95,24,103336,33,1,1087955.0,25.635326221781195
4032,0.6055512428283691,0.41204931906291414,28,41,113,1,9232,40,1,113036.0,2.2896825396825395
4033,0.41421353816986084,0.41421353816986084,12,43,69,3,12100,23,1,141599.0,3.0002479543763947
4034,2.0,0.5023127860493131,18,26,69,1,14560,23,1,170491.0,3.60932077342588
4035,2.0,0.5023127860493131,18,25,69,6,18160,23,1,203283.0,4.500619578686493
4036,1.0,0.4269523173570633,32,41,113,1,9232,40,1,117554.0,2.2874132804757186
4037,1.0,0.4269523173570633,32,43,113,3,12112,40,1,132696.0,3.0002477086945754
4038,0.41421353816986084,0.40897396382163553,34,45,113,1,9232,40,1,133968.0,2.286280336800396
4039,1.7480641603469849,0.45784165371548047,44,62,144,13,32776,52,1,547974.0,8.114879920772468
4040,1.0,0.43968251477117126,23,24,64,1,4040,21,1,37199.0,1.0
4041,0.41421353816986084,0.41421353816986084,43,69,144,3,65608,52,1,773708.0,16.23558525117545
4042,1.0,0.44084019552577625,22,25,64,1,6064,21,1,44783.0,1.500247402276101
4043,0.41421353816986084,0.41421353816986084,5,11,25,8,18196,6,1,85670.0,4.5006183527083845
4044,1.0,0.4435028612613678,20,28,64,1,4552,21,1,45427.0,1.1256181998021761
4045,1.0,0.4450444045819734,19,29,64,3,12136,21,1,60599.0,3.000247218788628
4046,1.0,0.4215303478033646,46,58,157,1,23056,57,1,272803.0,5.698467622343055
4047,1.0,0.42680514377096423,46,65,157,16,40984,57,1,372105.0,10.127007659995058
4048,0.6055512428283691,0.4121239473079813,29,42,113,1,9232,40,1,114018.0,2.280632411067194
4049,1.0,0.4467572304937575,18,31,64,3,12148,21,1,77487.0,3.00024697456162
4050,1.0,0.4236935598905696,43,65,157,1,25972,57,1,342461.0,6.41283950617284
4051,1.0,0.42347810485146264,44,67,157,6,25972,57,1,375383.0,6.41125647988151
4052,0.6055512428283691,0.41204931906291414,28,41,113,1,9232,40,1,117826.0,2.278381046396841
4053,0.6055512428283691,0.41204931906291414,28,43,113,3,12160,40,1,133028.0,3.000246730816679
4054,2.0,0.45783713459968567,48,53,157,1,17332,57,1,270119.0,4.275283670448939
4055,2.0,0.4678102309505145,48,57,157,8,27376,57,1,329691.0,6.751171393341553
4056,1.5857864618301392,0.5313708305358886,10,11,38,1,4056,11,1,30731.0,1.0
4057,0.41421353816986084,0.40846690823954923,31,48,113,3,13696,40,1,166736.0,3.3758935173773725
4058,0.41421353816986084,0.3963989853858948,10,13,38,1,6088,11,1,38345.0,1.500246426811237
4059,0.6055512428283691,0.4111836314201355,20,15,64,13,30832,21,1,233317.0,7.595959595959596
4060,0.5857864618301392,0.43137083053588865,10,14,38,1,6856,11,1,45659.0,1.6886699507389162
4061,0.41421353816986084,0.41421353816986084,10,15,38,3,12184,11,1,60891.0,3.0002462447672986
4062,0.41421353816986084,0.41421353816986084,20,23,64,1,34720,21,1,229183.0,8.547513540128016
4063,0.41421353816986084,0.41421353816986084,18,33,64,19,61720,21,1,388885.0,15.190745754368693
4064,0.41421353816986084,0.41421353816986084,8,24,51,1,4372,16,1,35962.0,1.0757874015748032
4065,2.605551242828369,0.5191336539056566,36,36,126,3,250504,45,1,3361337.0,61.62460024600246
4066,0.6055512428283691,0.4121239473079813,29,41,113,1,9232,40,1,130104.0,2.2705361534677815
4067,0.6055512428283691,0.4121239473079813,29,44,113,6,18304,40,1,163156.0,4.50061470371281
4068,1.2360680103302002,0.42683528217614863,51,66,157,1,9232,57,1,195687.0,2.269419862340216
4069,1.2360680103302002,0.42683528217614863,51,66,157,3,12208,57,1,210949.0,3.0002457606291473
4070,1.2360680103302002,0.4265925563298739,52,66,157,1,9232,57,1,212231.0,2.268304668304668
4071,1.0,0.4236739292377379,41,58,157,16,46384,57,1,524333.0,11.393760746745272
4072,0.41421353816986084,0.41421353816986084,9,25,51,1,4372,16,1,37888.0,1.0736738703339883
4073,0.41421353816986084,0.41421353816986084,20,33,95,3,223072,33,1,1625559.0,54.768475325313034
4074,0.41421353816986084,0.41421353816986084,8,25,51,1,6112,16,1,45532.0,1.5002454590083456
4075,0.5857864618301392,0.4173267517449721,53,60,157,8,39184,57,1,461131.0,9.615705521472393
4076,1.0,0.4450444045819734,19,30,64,1,5812,21,1,69171.0,1.4259077526987243
4077,1.0,0.4450444045819734,19,30,64,3,12232,21,1,84463.0,3.000245278390974
4078,1.0,0.45082519203424454,16,31,64,1,13768,21,1,99135.0,3.3761647866601274
4079,0.41421353816986084,0.41421353816986084,20,27,64,21,69712,21,1,450597.0,17.090463348860016
4080,0.41421353816986084,0.41421353816986084,7,22,51,1,13120,16,1,72984.0,3.215686274509804
4081,0.41421353816986084,0.41421353816986084,9,25,51,3,12244,16,1,70116.0,3.000245037980887
4082,1.2360680103302002,0.4690038363138835,15,28,64,1,8728,21,1,102693.0,2.1381675649191574
4083,0.41421353816986084,0.41421353816986084,15,31,64,6,18376,21,1,135875.0,4.500612294881215
4084,0.41421353816986084,0.41421353816986084,8,23,51,1,13120,16,1,76822.0,3.2125367286973554
4085,0.41421353816986084,0.41421353816986084,7,24,51,3,13120,16,1,92144.0,3.211750305997552
4086,2.0,0.4486715653363396,51,64,157,1,44224,57,1,399963.0,10.823299069995105
4087,0.8218544721603394,0.42603422914232525,49,64,157,8,44224,57,1,460005.0,10.820650844139957
4088,0.41421353816986084,0.41421353816986084,9,26,64,1,39364,21,1,287875.0,9.629158512720156
4089,0.41421353816986084,0.41421353816986084,16,31,64,3,17476,21,1,207247.0,4.273905600391294
4090,0.41421353816986084,0.41421353816986084,10,27,64,1,39364,21,1,295549.0,9.624449877750612
4091,2.0,0.494813971221447,32,40,126,21,95956,45,1,1370839.0,23.455389880224885
4092,0.41421353816986084,0.41421353816986084,9,23,64,1,118096,21,1,627213.0,28.86021505376344
4093,0.41421353816986084,0.41421353816986084,10,24,64,3,118096,21,1,642565.0,28.853163938431468
4094,1.2360680103302002,0.4290306623591933,43,60,157,1,1276936,57,1,14048289.0,311.90425012212995
4095,1.2360680103302002,0.42975344890501443,41,60,157,83,1276936,57,1,17127881.0,311.82808302808303
4096,0.41421353816986084,0.41421353816986084,1,9,12,1,4096,1,1,8191.0,1.0
4097,0.41421353816986084,0.41421353816986084,27,53,113,3,12292,40,1,175286.0,3.0002440810349036
4098,1.0,0.4227060576279958,48,67,157,1,9232,57,1,198827.0,2.2528062469497314
4099,1.0,0.4227060576279958,48,67,157,6,18448,57,1,232139.0,4.5006099048548425
4100,0.41421353816986084,0.41421353816986084,10,18,38,1,4100,11,1,24749.0,1.0
4101,0.41421353816986084,0.41421353816986084,10,18,38,3,12304,11,1,40131.0,3.0002438429651304
4102,0.41421353816986084,0.41421353816986084,10,18,38,1,9232,11,1,41423.0,2.250609458800585
4103,1.0,0.42347810485146264,44,71,157,11,27700,57,1,312637.0,6.751157689495491
4104,0.41421353816986084,0.41421353816986084,9,14,38,1,4104,11,1,17867.0,1.0
4105,1.0,0.4227060576279958,48,66,157,3,20788,57,1,294531.0,5.064068209500609
4106,0.41421353816986084,0.41421353816986084,9,14,38,1,6160,11,1,25571.0,1.5002435460301997
4107,0.41421353816986084,0.41421353816986084,7,19,38,8,18484,11,1,93853.0,4.500608716824933
4108,0.41421353816986084,0.41421353816986084,10,10,38,1,4624,11,1,26225.0,1.1256085686465434
4109,0.41421353816986084,0.41421353816986084,11,11,38,3,12328,11,1,41637.0,3.000243368216111
4110,0.41421353816986084,0.41421353816986084,8,20,38,1,13876,11,1,81789.0,3.376155717761557
4111,0.41421353816986084,0.41421353816986084,7,15,38,11,41632,11,1,182661.0,10.126976404767696
4112,1.0,0.4262029774048749,34,47,126,1,9232,45,1,113001.0,2.245136186770428
4113,0.41421353816986084,0.41421353816986084,7,14,38,3,12340,11,1,53725.0,3.00024313153416
4114,0.41421353816986084,0.41421353816986084,29,51,113,1,10420,40,1,176880.0,2.5328147788040836
4115,0.41421353816986084,0.41421353816986084,29,54,113,6,18520,40,1,210322.0,4.500607533414338
4116,1.0,0.4258604219981602,35,45,126,1,9232,45,1,116869.0,2.242954324586978
4117,1.0,0.4262029774048749,34,47,126,3,12352,45,1,132311.0,3.0002428953121205
4118,0.41421353816986084,0.41421353816986084,7,16,38,1,9268,11,1,52545.0,2.250607090820787
4119,0.41421353816986084,0.41421353816986084,6,13,38,8,27808,11,1,113057.0,6.751153192522457
4120,1.0,0.4258604219981602,35,44,126,1,9232,45,1,117207.0,2.240776699029126
4121,0.41421353816986084,0.41421353816986084,16,23,64,3,13912,21,1,127711.0,3.375879640863868
4122,1.0,0.4258604219981602,35,46,126,1,9232,45,1,124941.0,2.2396894711305193
4123,1.0,0.44226388578061704,27,44,95,44,70468,33,1,853319.0,17.09143827310211
4124,0.41421353816986084,0.41421353816986084,4,16,38,1,6964,11,1,46537.0,1.6886517943743937
4125,0.41421353816986084,0.41421353816986084,5,17,38,3,12376,11,1,62009.0,3.0002424242424244
4126,0.41421353816986084,0.41421353816986084,6,20,38,1,20896,11,1,97171.0,5.064469219583131
4127,0.41421353816986084,0.41421353816986084,40,82,170,68,225988,62,1,3120590.0,54.75842015992246
4128,0.41421353816986084,0.40986852529572276,41,52,126,1,9232,45,1,111963.0,2.2364341085271318
4129,4.830951690673828,0.5343419671058655,50,59,188,3,190996,69,1,1701713.0,46.25720513441511
4130,1.0,0.4265662937453299,33,51,126,1,9232,45,1,131037.0,2.2353510895883777
4131,1.0,0.4258604219981602,35,50,126,6,18592,45,1,164609.0,4.500605180343743
4132,1.2360680103302002,0.4498073002871345,51,56,157,1,9232,57,1,211535.0,2.234269119070668
4133,1.0,0.4416854662053725,51,57,157,3,12400,57,1,227037.0,3.000241954996371
4134,1.0,0.43619467627327396,53,58,157,1,9304,57,1,228339.0,2.250604741170779
4135,0.41421353816986084,0.41421353816986084,29,42,95,13,31408,33,1,311973.0,7.595646916565901
4136,0.41421353816986084,0.40986852529572276,41,52,126,1,9232,45,1,113919.0,2.2321083172147
4137,0.41421353816986084,0.41421353816986084,20,59,95,3,59668,33,1,625817.0,14.423011844331642
4138,0.41421353816986084,0.40986852529572276,41,52,126,1,9232,45,1,121683.0,2.2310294828419526
4139,1.0,0.42307529760443646,46,56,157,8,18628,57,1,291639.0,4.500604010630587
4140,1.0,0.4265662937453299,33,45,126,1,9232,45,1,130487.0,2.229951690821256
4141,1.0,0.4258604219981602,35,46,126,3,12424,45,1,146019.0,3.0002414875633905
